房型,入住时间,入住类型,评分,评论,评论时间
梦蓝· 经济大床房,于2022年3月入住,商务出差,5,环境不错，服务很好，经常会过去住，性价比很高。智能送餐机器人也特别棒，很可爱。前台小姐姐给的房间都是同档次比较大爱她嘻嘻,2022年5月22日发布
高层公寓大床房,于2022年8月入住,家庭亲子,5,挺不错的，拉开窗帘看见石老人浴场，挺大，两米大床带着孩子，早餐丰富,2022年8月25日 发布于河北
瑞蓝· 影音大床房,于2021年5月入住,情侣出游,2,图1:一进房间地上就有烟头，经理的一番解释我觉得毫无用处，不管什么理由这都属于最基本的卫生问题 图2:我没单独拍投影仪的照片，但是这个投影仪首先不支持投屏（我先前询问过回答说是支持投屏到店后才告知此功能已故障），其次存在非常严重的影像模糊问题，如果不想看个投影就把自己看近视的朋友可以考虑一下其他酒店，经理的答复是无能为力，我定你们家就是冲这个投影仪，房间里唯一一个值钱的设施故障了一直拖着不修真有你们的,2021年5月4日发布
锦蓝· 豪华双床房,于2022年4月入住,商务出差,4,可以的，房间的窗小了点，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，。。。,2022年6月28日发布
雅蓝· 商务大床房,于2022年8月入住,其他,1,严重差评，卫生不给打扫，还说不续住就不给打扫卫生，真的是呵呵了,2022年8月24日 发布于山东
雅蓝· 商务大床房,于2022年8月入住,商务出差,5,酒店环境不错，近海边，走过去很方便。服务不错，也不吵，隔音也挺好,2022年8月11日 发布于北京
雅蓝· 商务大床房,于2022年8月入住,其他,1,设施很差劲，角落里很多蜘蛛网🕸️，而且只能马桶也不智能，差劲👎🏻,2022年8月26日 发布于山东
瑞蓝· 影音大床房,于2021年5月入住,家庭亲子,5,离青岛大剧院很近，房间干净整洁，智能马桶，非常舒适，早餐也有很多品种，还有停车场，适合带孩子到周边玩，性价比高，很满意,2021年6月2日发布
雅蓝· 商务双床房,于2022年8月入住,家庭亲子,5,干净卫生，适合在石老人海水浴场游玩的时候住宿，购物也方便！,2022年8月25日 发布于山东
梦蓝· 经济大床房,于2022年9月入住,商务出差,5,设施：好 卫生：很不错 环境：很优美 服务：很热情,2022年9月29日 发布于山东
雅蓝· 商务双床房,于2021年5月入住,独自旅行,5,环境很好，性价比高！早餐丰盛，品种挺多，厨房七点在炒菜炒粉炒饭，很给力。好吃！卫生挺好的，配套很高级，住的很舒服哈,2021年6月9日发布
瑞蓝· 影音大床房,于2021年12月入住,其他,5,酒店环境非常好，非常安静，复习的时候可以专心看书；酒店早餐也很丰富；工作人员态度很友好，入住的时候是平安夜，还给送了苹果，只可惜我自己忘拿了😂,2021年12月27日发布
雅蓝· 商务大床房,于2021年3月入住,商务出差,3.5,一部电梯坏了就算了，临走时急着退房赶时间，另一部电梯居然也坏了，那么大那么沉行李箱让我怎么拿下去啊？情理之中只能拜托一位男住客，真的也是醉了…… 但餐厅的餐不错，虽然不多，但性价比高，口味很好~,2021年3月29日发布
梦蓝· 经济大床房,于2021年11月入住,朋友出游,5,性价比很高，地理位置很好，出门100米左右就是石老人浴场，酒店附近有地铁站，交通很方便，服务特别周到，前台小姐姐们服务很热情呦，还很漂亮。比心❤ 。期待下次去旅游,2021年11月18日发布
梦蓝· 经济大床房,于2022年9月入住,情侣出游,5,不止第一次入住，经济实惠，干净卫生，服务态度好,2022年11月10日 发布于山东
梦蓝· 经济大床房,于2022年7月入住,朋友出游,3,不太满意 不值这个价格 车位很少 保安完全不负责任不带脑子上班,2022年8月29日 发布于江西
梦蓝· 经济大床房,于2021年9月入住,商务出差,5,地理位置优越、离石老人海水浴场和国际会展中心都很近、附近有大型购物商场、周边美食也很多！酒店服务不错、前台小姐妹很耐心！每天卫生也收拾的不错！酒店的早餐种类繁多、而且美味下次还会选择 【带娃玩周边】,2021年9月14日发布
梦蓝· 经济大床房,于2022年8月入住,朋友出游,1.7,有个女前台服务态度差，酒店房间昏暗，走廊有呛鼻的气味。,2022年8月17日 发布于天津
雅蓝· 商务大床房,于2021年9月入住,独自旅行,2.5,挺下头的。独自一个人拖着行李远行一两千公里，下榻这个酒店。等待了两三个小时才办理入住。我也不偏见，一分钱一分货，本来经理态度也可以，会道歉让我久等。但是我迟迟没有收到退还的押金，携程的客服联系了很多次了，跟我通话都有五六个了，还坚持说已经退还。但是我没收到就是没收到，我也是用wx余额支付的，不存在什么退回需要很长时间的问题。 感觉一直不重视我这个问题叭。就挺委屈的，我平常都要靠吃药维持情绪，反正我没稳住崩溃了。你以为就因为100块？你觉得我有病我矫情，但是你们该知道压*骆驼的永远是最后一根稻草。***还没成年。我是不坚强，我是矫情，但是我就很累，我情绪一崩溃是真的想*。 就在我写这个评价的时候才退给我，偏要折磨得顾客崩溃吗。,2021年9月3日发布
瑞蓝· 影音大床房,于2021年8月入住,情侣出游,1,投影房间所有投影都只能看电视直播，没有投屏没有电影！浴巾是脏的，保安很凶，大晚上解决问题保安进屋就吵吵，如果女生一个人住真不要来了，不安全，半夜12点没有解决方案，白花钱受着气遭这罪，奉劝大家擦亮眼吧，不匿名，有本事让那个那么厉害的保安来打死我,2021年8月30日发布
梦蓝· 经济大床房,于2021年7月入住,家庭亲子,5,酒店的烤鱼不错，建议品尝。,2021年7月27日发布
梦蓝· 经济大床房,于2021年12月入住,情侣出游,2.5,差评。住过很多次之前房间都很大 这次的房间很小很小很小。厕所有一股异味。连张吃饭的桌子都没有 以前还赠早餐现在不赠了。服务越来越差。,2021年12月14日发布
梦蓝· 经济大床房,于2022年6月入住,朋友出游,5,🚗 交通：11 🧹卫生：222 🍃环境：3333 🔔服务：4444,2022年6月22日发布
梦蓝· 经济大床房,于2021年5月入住,独自旅行,4.5,空间不算大，酒店设施还算可以。前台服务也还行。卫生也还干净。就是里面有小蚊子。热水也够用。,2021年6月25日发布
悦蓝· 温馨大床房,于2022年5月入住,商务出差,5,性价比比较高。酒店位置不错，周边离商场还有海边都很近。前台服务态度很好。,2022年5月18日发布
梦蓝· 经济大床房,于2022年9月入住,其他,2,被子里面有未清洗干净的大片血迹，实在恶心。,2022年10月1日 发布于山东
梦蓝· 经济大床房,于2022年8月入住,独自旅行,5,离石老人海水浴场，地铁，核酸检测点都较近，很方便,2022年8月25日 发布于安徽
君蓝· 高级大床房,于2022年5月入住,情侣出游,5,环境不错，服务也很热情，酒店很安静睡得很舒服，也比较好找，体验不错,2022年5月25日发布
梦蓝· 经济大床房,于2022年10月入住,独自旅行,5,很不错哦，周围有商场，进地铁站，出行方便,2022年10月4日 发布于山东
梦蓝· 经济大床房,于2021年11月入住,商务出差,5,出差来青岛住了这家酒店，挺超乎想象的。房间装修挺好，卫生也不错。前台小姐姐服务态度很好，路线能很清楚的跟你说清楚，下次来青岛还会选择,2021年11月17日发布
悦蓝· 温馨大床房,于2022年7月入住,朋友出游,5,酒店位置很不错 床很舒服 离着海边也很近 推荐入住,2022年10月7日 发布于山东
怡蓝· 复式家庭房,于2022年8月入住,家庭亲子,5,交通便利，环境卫生，餐厅早餐和晚餐也不错，服务好,2022年8月7日 发布于山东
雅蓝· 商务大床房,于2022年8月入住,情侣出游,5,前台免费升级了房间，房间很干净，体验感非常好,2022年8月26日 发布于北京
梦蓝· 经济大床房,于2022年9月入住,情侣出游,5,酒店入住很多次了，适合旅游，交通方便。,2022年12月11日 发布于山东
梦蓝· 经济大床房,于2022年5月入住,商务出差,5,前台服务超级好，微笑服务，服务员随叫随到，酒店环境也很好，超级棒,2022年5月26日发布
梦蓝· 经济大床房,于2022年1月入住,独自旅行,5,酒店环境不错，性价比很高，黄金会员抵完是120 只住了一晚上，卫生环境感觉还是很不错的，交通方便，很好。,2022年1月23日发布
怡蓝· 复式家庭房,于2021年7月入住,家庭亲子,5,小朋友参加夏令营，这家酒店是夏令营提前规定好的下榻地点，本来没报太大期待，订了一间loft家庭房。没想到还真挺好的，干净卫生，该有的都有提供，周围吃饭的地方还有便利店都很近，离石老人海水浴场也很近。,2021年8月9日发布
雅蓝· 商务双床房,于2021年3月入住,朋友出游,4.2,整体环境还不错，酒店的灯光比较昏暗，不知道是不是内线坏了，房间内电话拨出去一直是占线状态，自助早餐比较丰盛,2021年3月21日发布
雅蓝· 商务双床房,于2021年10月入住,家庭亲子,2,酒店走廊地毯各种油渍看着很脏，房间也是卫生很脏，其次就是卫生间地漏堵的不行，洗个澡怕水漫出来等水漏完差不多20多分钟，同级别经济型酒店不太推荐这家,2021年10月2日发布
梦蓝· 经济大床房,于2021年7月入住,家庭亲子,4.7,酒店位置便利，离海边和地铁都很近，方便出行。房间干净卫生，智能马桶很好，孩子很喜欢。酒店入住带早餐，种类很多。午餐晚餐也可以在酒店吃，不贵。周边商场很多。下午海边游玩后去商场就餐购物很方便。,2021年7月26日发布
怡蓝· 复式家庭房,于2021年7月入住,其他,4.7,环境和卫生很棒，装修简洁漂亮，被子很松软，洗漱用品很干净而且打扫很及时；早餐品种丰富，餐厅营业到晚上十点，吃饭方便；周围步行10-15分钟有大型商场，地铁站和石老人海水浴场，和海边的酒店相比不是最方便但是性价比不错；美中不足两点：淋浴间没有放洗漱用品和换洗衣服的地方，而且淋浴和马桶的隔断是透明玻璃的，作为家庭房洗澡略微有些不方便；电视机信号似乎不太好，看着看着就会自动中断。希望店家继续加油哦～总的来说是很不错的居住体验,2021年7月12日发布
